    1   0.000000   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=189/48384, ttl=64
    2   0.000025   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=189/48384, ttl=64 (request in 1)
    3   1.023952   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=190/48640, ttl=64
    4   1.023976   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=190/48640, ttl=64 (request in 3)
    5   2.051971   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=191/48896, ttl=64
    6   2.051994   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=191/48896, ttl=64 (request in 5)
    7   3.072053   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=192/49152, ttl=64
    8   3.072076   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=192/49152, ttl=64 (request in 7)
    9   4.095957   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=193/49408, ttl=64
   10   4.095980   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=193/49408, ttl=64 (request in 9)
   11   5.119966   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=194/49664, ttl=64
   12   5.120015   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=194/49664, ttl=64 (request in 11)
   13   6.147984   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=195/49920, ttl=64
   14   6.148042   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=195/49920, ttl=64 (request in 13)
   15   7.168008   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=196/50176, ttl=64
   16   7.168052   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=196/50176, ttl=64 (request in 15)
   17   8.191953   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=197/50432, ttl=64
   18   8.191974   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=197/50432, ttl=64 (request in 17)
   19   9.216001   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=198/50688, ttl=64
   20   9.216047   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=198/50688, ttl=64 (request in 19)
   21  10.240044   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=199/50944, ttl=64
   22  10.240081   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=199/50944, ttl=64 (request in 21)
   23  11.268084   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=200/51200, ttl=64
   24  11.268125   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=200/51200, ttl=64 (request in 23)
   25  12.288072   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=201/51456, ttl=64
   26  12.288091   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=201/51456, ttl=64 (request in 25)
   27  13.312016   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=202/51712, ttl=64
   28  13.312056   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=202/51712, ttl=64 (request in 27)
   29  14.336061   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=203/51968, ttl=64
   30  14.336099   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=203/51968, ttl=64 (request in 29)
   31  15.360045   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=204/52224, ttl=64
   32  15.360086   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=204/52224, ttl=64 (request in 31)
   33  16.383976   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=205/52480, ttl=64
   34  16.384004   10.0.0.202 → 10.0.0.206   ICMP 98 Echo (ping) reply    id=0x001b, seq=205/52480, ttl=64 (request in 33)
   35  17.408081   10.0.0.206 → 10.0.0.202   ICMP 98 Echo (ping) request  id=0x001b, seq=206/52736, ttl=64
